ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,label,detailed-label
1526757777.701793,CYbPFW1iFxSZdOQhva,192.168.2.5,54716,121.18.150.96,22,tcp,-,2.997486,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757722.997778,CzDg8x0E30COYmaEk,121.83.199.162,3,192.168.2.5,0,icmp,-,-,-,-,OTH,-,-,0,-,1,56,0,0,(empty),Benign,-
1526757778.699474,Cs2eXy3jlSVDa21L9k,192.168.2.5,58580,121.41.22.90,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757778.703044,CJvZtl4AxiOcKC3mll,192.168.2.5,50168,121.222.121.225,22,tcp,-,2.996185,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757779.699497,C7gGZy4uh5wl9ivSc5,192.168.2.5,48225,121.9.157.28,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757779.704569,CvzZRQmJTwl0moes1,192.168.2.5,58189,121.230.49.174,22,tcp,-,2.994749,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757724.952960,CULKqX1w7E9ndosOkg,192.168.2.5,123,5.1.56.123,123,udp,-,0.017080,48,48,SF,-,-,0,Dd,1,76,1,76,(empty),Benign,-
1526757780.699631,CRBwj41J1KrWlHhaJ,192.168.2.5,58944,121.209.41.180,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757780.705863,Cjdh2M96wPWXtpgA6,192.168.2.5,50275,121.84.28.78,22,tcp,-,2.993421,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757781.318702,CPiyvQ3BawTXierKR8,192.168.2.5,39415,200.168.87.203,59353,tcp,-,2.990569,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757781.699422,ChL4ST2IBEm4pMsys9,192.168.2.5,60846,121.19.81.197,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757781.706955,C0inMc2z12KrRr1yVd,192.168.2.5,60187,121.185.196.227,22,tcp,-,0.336964,0,0,REJ,-,-,0,Sr,1,60,1,40,(empty),Benign,-
1526757782.699235,CgqTwg4XN6qTLH3IXh,192.168.2.5,52077,121.189.132.105,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757782.708295,CsmRY7Kf0PV7ePdq7,192.168.2.5,42950,121.20.78.2,22,tcp,-,2.990856,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757783.709371,CDqVzXE1NdCGc24n7,192.168.2.5,36284,121.214.156.111,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757783.710132,CjOOlWCQw0Ieg7h54,192.168.2.5,43504,121.176.32.170,22,tcp,-,0.319534,0,0,REJ,-,-,0,Sr,1,60,1,40,(empty),Benign,-
1526757784.709299,CyN5JR2eArRdC4ZIPk,192.168.2.5,54716,121.18.150.96,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757784.711503,CAhYMa2fSQJh3IOKf5,192.168.2.5,46720,121.228.51.251,22,tcp,-,0.897017,0,12,SF,-,-,0,ShAdFaf,5,268,4,228,(empty),Malicious,Attack
1526757785.709317,CDWOHCk5c4NvkNojh,192.168.2.5,50168,121.222.121.225,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757785.713025,CHxvyQ3LLevOdXOQEk,192.168.2.5,43671,121.170.113.1,22,tcp,-,0.322486,0,0,REJ,-,-,0,Sr,1,60,1,40,(empty),Benign,-
1526757786.709300,C9oLub23TVk8sxws27,192.168.2.5,58189,121.230.49.174,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757786.714239,CBSBOf11GOh4PfJ27j,192.168.2.5,49818,121.21.72.157,22,tcp,-,2.994964,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757787.709336,Cyx3aX34vg9KPCQn29,192.168.2.5,50275,121.84.28.78,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757787.715633,C0T6Lj1rmqTTmPTmgd,192.168.2.5,41539,121.132.90.180,22,tcp,-,2.993523,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757788.319213,Cc22EJJxBBsZusLya,192.168.2.5,39415,200.168.87.203,59353,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757788.716531,C2m6Bq1f8BzNzRzFi7,192.168.2.5,43716,121.228.184.46,22,tcp,-,0.333272,0,0,REJ,-,-,0,Sr,1,60,1,40,(empty),Benign,-
1526757789.709292,CbnPal455N9DUzukbh,192.168.2.5,42950,121.20.78.2,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757789.717891,CACzlZ1TJxJlb05UJf,192.168.2.5,51642,121.71.32.222,22,tcp,-,2.991156,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757790.719249,ColH7V5QIW0zhlTgi,192.168.2.5,51071,121.117.116.122,22,tcp,-,3.000022,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757735.929835,CbdmB52Q8DqUuaG0Y,121.83.191.234,3,192.168.2.5,0,icmp,-,-,-,-,OTH,-,-,0,-,1,56,0,0,(empty),Benign,-
1526757791.719847,CcA3MP2SbQ9Z1AMcX,192.168.2.5,45315,121.67.47.64,22,tcp,-,2.999347,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757792.329746,CyFs1cCphyEFCFuFi,192.168.2.5,39427,200.168.87.203,59353,tcp,-,2.999456,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757792.722329,CmXg7H3o44QTNFcy0h,192.168.2.5,33220,121.40.194.142,22,tcp,-,2.996874,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757793.719526,Cv54OQrTBuPLT4rAj,192.168.2.5,49818,121.21.72.157,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757793.723080,C8moqd4aJDtt3cNES4,192.168.2.5,42056,121.169.115.46,22,tcp,-,2.996052,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757794.719276,ChDfbc3RduOOn9VcG1,192.168.2.5,41539,121.132.90.180,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757794.724248,CwJjX328z5sJ5QdTD9,192.168.2.5,44064,121.84.215.225,22,tcp,-,2.994858,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757795.725251,CANOl84uj4tUsyXLpb,192.168.2.5,58348,121.81.131.83,22,tcp,-,2.993837,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757796.719385,CRZWw93W8eRrcjP56g,192.168.2.5,51642,121.71.32.222,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757796.727630,CscWJS20UXZamEpwXa,192.168.2.5,50215,121.82.24.155,22,tcp,-,2.991393,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757797.728955,C9TMvc1mEl5hjvpylh,192.168.2.5,46269,121.111.156.117,22,tcp,-,3.000467,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757797.729216,CkK9qh2VUUKcBfHUpk,192.168.2.5,51071,121.117.116.122,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757798.729634,CBgabY15cnRHccTWni,192.168.2.5,48836,121.36.2.46,22,tcp,-,2.999567,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757799.339123,CdTdHw3DgVTFNDx9Wd,192.168.2.5,39427,200.168.87.203,59353,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757799.729122,CvRJam2R1MnFaSNAXf,192.168.2.5,33220,121.40.194.142,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757799.732250,CUbIYF2CbAmcCc0uh7,192.168.2.5,50019,121.209.200.78,22,tcp,-,2.996975,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757800.729255,CH6MGw1FrGzI5uoVV6,192.168.2.5,42056,121.169.115.46,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757800.734024,C6B2Se2jUNVigLu4t1,192.168.2.5,35997,121.177.189.67,22,tcp,-,2.994959,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757801.729443,CKQIX6211P7cfpbNPk,192.168.2.5,44064,121.84.215.225,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757801.734072,Ct7UN9s4yw0XO96O1,192.168.2.5,58336,121.44.2.114,22,tcp,-,2.995009,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757802.729336,CIAbaBjpteLTL5Re9,192.168.2.5,58348,121.81.131.83,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757802.736274,CWRjLe2wMHMpumkBdl,192.168.2.5,35926,121.235.42.180,22,tcp,-,2.992791,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757803.340552,CiJadWtoR4sMHFtWc,192.168.2.5,39439,200.168.87.203,59353,tcp,-,2.998404,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757803.729296,CyKRHr49eoJ43pAj62,192.168.2.5,50215,121.82.24.155,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757803.737491,CO3m9T1xIghE4koQx7,192.168.2.5,51098,121.249.83.168,22,tcp,-,2.991613,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757804.739132,Cq2UJm17iCV0Y0Sfl9,192.168.2.5,46269,121.111.156.117,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757804.739540,CJ8UoJ34aMf49dGWP1,192.168.2.5,33695,121.41.167.128,22,tcp,-,2.999584,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757805.739132,CRvB0itMYnPyr0X8f,192.168.2.5,48836,121.36.2.46,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757805.741152,CkN42F8ZqiO23pPP5,192.168.2.5,33473,121.11.120.4,22,tcp,-,2.997982,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757806.739250,ChRzVH25mfY8YQIXCl,192.168.2.5,50019,121.209.200.78,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757806.742451,C3dIK33MUyvHgugcP2,192.168.2.5,41286,121.221.202.28,22,tcp,-,2.996579,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757807.743777,C0V5D64UMPVnkU3NA3,192.168.2.5,42319,121.248.186.57,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757808.739259,Cj7zGc2TnkU05rFWi4,192.168.2.5,58336,121.44.2.114,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757808.744974,CWKlcv3sMZBBBjEhQl,192.168.2.5,37159,121.237.94.186,22,tcp,-,2.994021,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757753.952827,CHn3Tc2peB4ixikKh9,192.168.2.5,123,31.31.74.35,123,udp,-,0.015129,48,48,SF,-,-,0,Dd,1,76,1,76,(empty),Benign,-
1526757809.739179,CPY0MFvSqItbQ5Of6,192.168.2.5,35926,121.235.42.180,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757809.746352,CdjXXs2I6ypQiDyu8f,192.168.2.5,40496,121.28.49.3,22,tcp,-,2.992680,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757810.348977,C2u0cq4tIDvMifE3C,192.168.2.5,39439,200.168.87.203,59353,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757810.738954,CPICM94xgkuJooYq82,192.168.2.5,51098,121.249.83.168,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757810.746728,C6ePlD1nOFRZQwVxXl,192.168.2.5,47882,121.234.98.192,22,tcp,-,2.992261,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757811.749016,CYKSlB2GDxaoLu74Di,192.168.2.5,33695,121.41.167.128,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757811.749422,C0XjFL3zIxzk2Hr9U1,192.168.2.5,45850,121.46.14.194,22,tcp,-,2.999594,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757812.749053,CXEEdo2itq7FDz2QHb,192.168.2.5,33473,121.11.120.4,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757812.751232,ChoMpF1BptfraGWxA7,192.168.2.5,41458,121.32.122.108,22,tcp,-,2.997826,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757757.952761,CVpvI21Id6eXFye4Id,192.168.2.5,123,78.108.102.237,123,udp,-,0.009332,48,48,SF,-,-,0,Dd,1,76,1,76,(empty),Benign,-
1526757813.749062,CFn1ed1OByvzlKUcXi,192.168.2.5,41286,121.221.202.28,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757813.752434,CTeixq3fsDtiDrx2P2,192.168.2.5,46071,121.212.116.191,22,tcp,-,2.996632,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757814.351542,Cb1JBl4i5nZd7zaKMg,192.168.2.5,39451,200.168.87.203,59353,tcp,-,2.997428,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757814.753750,ClQ0a91lWapSgnaKai,192.168.2.5,49575,121.125.157.231,22,tcp,-,2.995120,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757815.749141,CspXM14qs2mcgFr31c,192.168.2.5,37159,121.237.94.186,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757816.749307,Cljq7u4RXX04QgVqyi,192.168.2.5,40496,121.28.49.3,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757816.756492,CeDpSq3417F4OIL5m1,192.168.2.5,41799,121.130.133.171,22,tcp,-,2.992425,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757761.952778,ChN7AJ2DtxDhVvZzti,192.168.2.5,123,37.157.198.150,123,udp,-,0.012043,48,48,SF,-,-,0,Dd,1,76,1,76,(empty),Benign,-
1526757815.755374,CwHgLOHcGq1jbsjra,192.168.2.5,37403,121.126.40.96,22,tcp,-,1.318799,0,0,REJ,-,-,0,Sr,2,120,1,40,(empty),Benign,-
1526757817.749049,CjQ7yeMGVXh2cwh9c,192.168.2.5,47882,121.234.98.192,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757817.756728,CcXJHe17Ioef8gqK6d,192.168.2.5,44107,121.31.126.102,22,tcp,-,2.992224,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757818.759050,Cnvfwl4trYZkkapBc6,192.168.2.5,45850,121.46.14.194,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757818.759572,CvyjGR1AJC4IiJxNdl,192.168.2.5,38133,121.215.108.196,22,tcp,-,2.999427,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757819.759152,COWzc12LncFiHofBz,192.168.2.5,41458,121.32.122.108,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757819.761266,CZq6193h8aSSanO6jj,192.168.2.5,49430,121.18.9.117,22,tcp,-,2.997753,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757820.759038,Cnij4s2DNzzNbrjKW6,192.168.2.5,46071,121.212.116.191,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757820.762544,CyZNlH1EM5HSEW9Be8,192.168.2.5,53549,121.148.115.87,22,tcp,-,0.282941,0,0,REJ,-,-,0,Sr,1,60,1,40,(empty),Benign,-
1526757821.358867,CeonVy4N8AVNmRWqo2,192.168.2.5,39451,200.168.87.203,59353,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757821.759088,C1PQ1NPB47vL2f7l3,192.168.2.5,49575,121.125.157.231,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757821.763883,CB2RRqsPoGNhtrvA7,192.168.2.5,38977,121.85.33.102,22,tcp,-,2.994991,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757768.054030,CbFHLe1L2MEOyjI9jh,218.145.100.66,3,192.168.2.5,1,icmp,-,0.000494,180,0,OTH,-,-,0,-,3,264,0,0,(empty),Benign,-
1526757822.765185,CuFtAP37wn0HeDEhw8,192.168.2.5,49119,121.152.192.96,22,tcp,-,0.293118,0,0,REJ,-,-,0,Sr,1,60,1,40,(empty),Benign,-
1526757823.758931,CeEAVRdQKeCLDlfzk,192.168.2.5,41799,121.130.133.171,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757823.765983,C3G6U51WKBhjSztiZk,192.168.2.5,41994,121.132.149.212,22,tcp,-,0.340635,0,0,REJ,-,-,0,Sr,1,60,1,40,(empty),Benign,-
1526757824.759005,CrpfgzRLZTMevIAf6,192.168.2.5,44107,121.31.126.102,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757824.767401,CxcEC94MaeNQsdcP82,192.168.2.5,35888,121.69.147.242,22,tcp,-,2.991521,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757825.362378,CH2dhP1zNFja67TJOg,192.168.2.5,39463,200.168.87.203,59353,tcp,-,2.996507,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757825.768943,CQUaKk1PV6ys7Csoxf,192.168.2.5,38133,121.215.108.196,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757825.767687,C27leQ15vBsQNx3D98,192.168.2.5,52833,121.172.18.154,22,tcp,-,0.336328,0,0,REJ,-,-,0,Sr,1,60,1,40,(empty),Benign,-
1526757826.768985,CUzCaY2wkZ1WAylqef,192.168.2.5,49430,121.18.9.117,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757826.770493,CGUI7y2NW9Tn1jwjEg,192.168.2.5,43853,121.13.20.33,22,tcp,-,2.998493,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757827.771953,CIQIf44C2AOPYu1Ae8,192.168.2.5,41138,121.184.178.159,22,tcp,-,2.996959,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757828.768982,CEVutw2V0TkhZfXwIk,192.168.2.5,38977,121.85.33.102,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757828.773509,CoWvjy3yQC4aeUG7Y6,192.168.2.5,42692,121.158.10.140,22,tcp,-,0.317492,0,0,REJ,-,-,0,Sr,1,60,1,40,(empty),Benign,-
1526757829.774586,Cd4LxJ8dU0khC5YQ7,192.168.2.5,44952,121.227.28.149,22,tcp,-,2.994241,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757830.774797,CtE7vE169CBuVmqLQ7,192.168.2.5,34061,121.89.176.136,22,tcp,-,2.994087,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757831.768885,C4iDdr2kBizvrFmhEk,192.168.2.5,35888,121.69.147.242,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757831.777225,CHSPZn3aOxLHGiHUc1,192.168.2.5,47725,121.49.134.169,22,tcp,-,2.991478,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757832.368849,CHTOBp1LwwNaK9NIY5,192.168.2.5,39463,200.168.87.203,59353,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757832.777600,CdXPaH2ZdyLqeSWHci,192.168.2.5,60963,121.23.31.106,22,tcp,-,2.991178,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757833.778977,C0VeDW2kBW2brgS5Q5,192.168.2.5,43853,121.13.20.33,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757833.779266,CYvB9f60AWRTOvyMi,192.168.2.5,33101,121.119.163.127,22,tcp,-,2.999735,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757834.778983,Cf1Nis2zDbuxUJifl,192.168.2.5,41138,121.184.178.159,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757834.781910,Ch8prS2hMEYGm6KXk6,192.168.2.5,51228,121.76.104.146,22,tcp,-,0.997052,0,0,S0,-,-,0,S,2,120,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757835.782125,CAmYB71j7g1vKGZJJj,192.168.2.5,59474,121.190.21.164,22,tcp,-,0.322021,0,0,REJ,-,-,0,Sr,1,60,1,40,(empty),Benign,-
1526757836.373224,CKlXEy2UNdEjjZfeFj,192.168.2.5,39475,200.168.87.203,59353,tcp,-,2.995624,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757836.778896,C6m9sx3gUchQgukx89,192.168.2.5,44952,121.227.28.149,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757836.784642,CwgSdD2ey9oyBsh0d,192.168.2.5,36479,121.90.162.57,22,tcp,-,2.994155,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757837.778997,CAfaa04HNlrUNecQmg,192.168.2.5,34061,121.89.176.136,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757837.785792,ClNYbt2CpU58YsllW2,192.168.2.5,46013,121.123.218.235,22,tcp,-,2.992967,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757838.778805,CK6hLh1qTckx5zMOY1,192.168.2.5,47725,121.49.134.169,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757838.786018,CNlJLf2vKbMwX89XFj,192.168.2.5,40793,121.154.122.118,22,tcp,-,2.992814,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757839.779071,C2ouZ92PwOKHp7FNvj,192.168.2.5,60963,121.23.31.106,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757839.788379,CsPADd38Q6Qzxcoznd,192.168.2.5,49595,121.39.221.146,22,tcp,-,2.990357,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757840.788865,CdTk4n4RdRH1j3bhih,192.168.2.5,33101,121.119.163.127,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757840.790348,Cziis43LRWru7LzNG5,192.168.2.5,39911,121.60.182.195,22,tcp,-,2.998523,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757841.791677,CPfNnJ2FmulUOSXYj8,192.168.2.5,44794,121.68.231.201,22,tcp,-,2.997127,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757842.792971,CHwhJ22mFMQ7nPDGJi,192.168.2.5,41872,121.237.254.232,22,tcp,-,2.995788,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757843.378787,CotQRA1DKdc0JVstI3,192.168.2.5,39475,200.168.87.203,59353,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757843.788968,C2piUz2z59TqBuyHZ,192.168.2.5,36479,121.90.162.57,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
